"Year","County","Commodity","Crop","ACRES HARVESTED","PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE"
"1991","ROCK","SOYBEANS","SOYBEANS","102,600","3,898,800","38"
"1991","ROSEAU","BARLEY","BARLEY","61,400","2,640,200","43"
"1991","ROSEAU","CORN","CORN","N/A","N/A","N/A"
"1991","ROSEAU","CORN","CORN, GRAIN","5,200","473,200","91"
"1991","ROSEAU","CORN","CORN, SILAGE","2,700","N/A","N/A"
"1991","ROSEAU","FLAXSEED","FLAXSEED","16,700","283,900","17"
"1991","ROSEAU","HAY","HAY","48,700","N/A","N/A"
"1991","ROSEAU","HAY","HAY, (EXCL ALFALFA)","11,100","N/A","N/A"
"1991","ROSEAU","HAY","HAY, ALFALFA","37,600","N/A","N/A"
"1991","ROSEAU","OATS","OATS","12,700","596,900","47"
"1991","ROSEAU","RYE","RYE","1,200","34,800","29"
"1991","ROSEAU","SOYBEANS","SOYBEANS","1,600","41,600","26"
"1991","ROSEAU","SUNFLOWER","SUNFLOWER","42,700","N/A","N/A"
"1991","ROSEAU","SUNFLOWER","SUNFLOWER, NON","9,000","N/A","N/A"
"1991","ROSEAU","SUNFLOWER","SUNFLOWER, OIL TYPE","33,700","N/A","N/A"
"1991","ROSEAU","WHEAT","WHEAT","131,200","3,464,200","26.4"
"1991","ROSEAU","WHEAT","WHEAT, SPRING, (EXCL DURUM)","125,900","3,273,400","26"
"1991","ROSEAU","WHEAT","WHEAT, WINTER","5,300","190,800","36"
"1991","SCOTT","CORN","CORN","N/A","N/A","N/A"
"1991","SCOTT","CORN","CORN, GRAIN","35,000","4,375,000","125"
"1991","SCOTT","CORN","CORN, SILAGE","3,000","N/A","N/A"
"1991","SCOTT","HAY","HAY","17,900","N/A","N/A"
"1991","SCOTT","HAY","HAY, (EXCL ALFALFA)","2,200","N/A","N/A"
"1991","SCOTT","HAY","HAY, ALFALFA","15,700","N/A","N/A"
"1991","SCOTT","OATS","OATS","3,600","126,000","35"
"1991","SCOTT","SOYBEANS","SOYBEANS","25,500","994,500","39"
"1991","SCOTT","WHEAT","WHEAT","1,900","59,400","31.3"
"1991","SCOTT","WHEAT","WHEAT, WINTER","1,100","41,800","38"
"1991","SHERBURNE","CORN","CORN","N/A","N/A","N/A"
"1991","SHERBURNE","CORN","CORN, GRAIN","27,700","3,434,800","124"
"1991","SHERBURNE","CORN","CORN, SILAGE","2,500","N/A","N/A"
"1991","SHERBURNE","HAY","HAY","13,700","N/A","N/A"
"1991","SHERBURNE","HAY","HAY, (EXCL ALFALFA)","3,600","N/A","N/A"
"1991","SHERBURNE","HAY","HAY, ALFALFA","10,100","N/A","N/A"
"1991","SHERBURNE","OATS","OATS","1,100","38,500","35"
"1991","SHERBURNE","RYE","RYE","4,000","88,000","22"
"1991","SHERBURNE","SOYBEANS","SOYBEANS","13,700","411,000","30"
"1991","SIBLEY","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","900","N/A","N/A"
"1991","SIBLEY","CORN","CORN","N/A","N/A","N/A"
"1991","SIBLEY","CORN","CORN, GRAIN","109,900","13,957,300","127"
"1991","SIBLEY","CORN","CORN, SILAGE","4,100","N/A","N/A"
"1991","SIBLEY","HAY","HAY","19,600","N/A","N/A"
"1991","SIBLEY","HAY","HAY, (EXCL ALFALFA)","4,800","N/A","N/A"
"1991","SIBLEY","HAY","HAY, ALFALFA","14,800","N/A","N/A"
"1991","SIBLEY","OATS","OATS","4,800","168,000","35"
"1991","SIBLEY","SOYBEANS","SOYBEANS","117,600","4,704,000","40"
"1991","SIBLEY","SUGARBEETS","SUGARBEETS","1,700","N/A","N/A"
"1991","SIBLEY","WHEAT","WHEAT","2,500","76,800","30.7"
"1991","SIBLEY","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,100","26,400","24"
"1991","SIBLEY","WHEAT","WHEAT, WINTER","1,400","50,400","36"
"1991","ST. LOUIS","HAY","HAY","71,800","N/A","N/A"
"1991","ST. LOUIS","HAY","HAY, (EXCL ALFALFA)","62,300","N/A","N/A"
"1991","ST. LOUIS","HAY","HAY, ALFALFA","9,500","N/A","N/A"
"1991","ST. LOUIS","OATS","OATS","1,000","46,000","46"
"1991","STEARNS","BARLEY","BARLEY","6,400","288,000","45"
"1991","STEARNS","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,000","N/A","N/A"
"1991","STEARNS","CORN","CORN","N/A","N/A","N/A"
"1991","STEARNS","CORN","CORN, GRAIN","182,800","21,936,000","120"
"1991","STEARNS","CORN","CORN, SILAGE","47,300","N/A","N/A"
"1991","STEARNS","HAY","HAY","110,400","N/A","N/A"
"1991","STEARNS","HAY","HAY, (EXCL ALFALFA)","19,500","N/A","N/A"
"1991","STEARNS","HAY","HAY, ALFALFA","90,900","N/A","N/A"
"1991","STEARNS","OATS","OATS","56,400","1,974,000","35"
"1991","STEARNS","RYE","RYE","1,800","46,800","26"
"1991","STEARNS","SOYBEANS","SOYBEANS","40,700","1,668,700","41"
"1991","STEARNS","WHEAT","WHEAT","2,900","85,300","29.4"
"1991","STEARNS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,300","66,700","29"
"1991","STEELE","CORN","CORN","N/A","N/A","N/A"
"1991","STEELE","CORN","CORN, GRAIN","98,900","12,857,000","130"
"1991","STEELE","CORN","CORN, SILAGE","2,600","N/A","N/A"
"1991","STEELE","HAY","HAY","16,100","N/A","N/A"
"1991","STEELE","HAY","HAY, (EXCL ALFALFA)","2,800","N/A","N/A"
"1991","STEELE","HAY","HAY, ALFALFA","13,300","N/A","N/A"
"1991","STEELE","OATS","OATS","5,600","201,600","36"
"1991","STEELE","SOYBEANS","SOYBEANS","67,000","2,613,000","39"
"1991","STEVENS","BARLEY","BARLEY","9,000","369,000","41"
"1991","STEVENS","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,400","N/A","N/A"
"1991","STEVENS","CORN","CORN","N/A","N/A","N/A"
"1991","STEVENS","CORN","CORN, GRAIN","88,500","10,177,500","115"
"1991","STEVENS","CORN","CORN, SILAGE","1,800","N/A","N/A"
"1991","STEVENS","HAY","HAY","5,900","N/A","N/A"
"1991","STEVENS","HAY","HAY, ALFALFA","5,100","N/A","N/A"
"1991","STEVENS","OATS","OATS","2,000","60,000","30"
"1991","STEVENS","SOYBEANS","SOYBEANS","103,200","4,128,000","40"
"1991","STEVENS","SUGARBEETS","SUGARBEETS","1,000","N/A","N/A"
"1991","STEVENS","SUNFLOWER","SUNFLOWER","1,900","N/A","N/A"
"1991","STEVENS","SUNFLOWER","SUNFLOWER, OIL TYPE","1,200","N/A","N/A"
"1991","STEVENS","WHEAT","WHEAT","49,300","1,286,000","26.1"
"1991","STEVENS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","49,000","1,274,000","26"
"1991","SWIFT","BARLEY","BARLEY","1,500","76,500","51"
"1991","SWIFT","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","5,800","N/A","N/A"
"1991","SWIFT","CORN","CORN","N/A","N/A","N/A"
"1991","SWIFT","CORN","CORN, GRAIN","134,200","16,104,000","120"
"1991","SWIFT","CORN","CORN, SILAGE","2,600","N/A","N/A"
"1991","SWIFT","HAY","HAY","9,000","N/A","N/A"
"1991","SWIFT","HAY","HAY, (EXCL ALFALFA)","2,600","N/A","N/A"
"1991","SWIFT","HAY","HAY, ALFALFA","6,400","N/A","N/A"
"1991","SWIFT","OATS","OATS","3,900","113,100","29"
"1991","SWIFT","SOYBEANS","SOYBEANS","121,900","4,632,200","38"
"1991","SWIFT","SUGARBEETS","SUGARBEETS","5,600","N/A","N/A"
"1991","SWIFT","WHEAT","WHEAT","29,400","711,600","24.2"
"1991","SWIFT","WHEAT","WHEAT, SPRING, (EXCL DURUM)","29,000","696,000","24"
"1991","TODD","BARLEY","BARLEY","8,300","356,900","43"
"1991","TODD","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,400","N/A","N/A"
"1991","TODD","CORN","CORN","N/A","N/A","N/A"
"1991","TODD","CORN","CORN, GRAIN","79,700","6,854,200","86"
"1991","TODD","CORN","CORN, SILAGE","24,000","N/A","N/A"
"1991","TODD","HAY","HAY","69,100","N/A","N/A"
"1991","TODD","HAY","HAY, (EXCL ALFALFA)","16,900","N/A","N/A"
"1991","TODD","HAY","HAY, ALFALFA","52,200","N/A","N/A"
"1991","TODD","OATS","OATS","25,000","825,000","33"
"1991","TODD","RYE","RYE","700","16,800","24"
"1991","TODD","SOYBEANS","SOYBEANS","7,800","241,800","31"
"1991","TODD","WHEAT","WHEAT","1,300","37,600","28.9"
"1991","TRAVERSE","BARLEY","BARLEY","21,900","919,800","42"
"1991","TRAVERSE","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,300","N/A","N/A"
"1991","TRAVERSE","CORN","CORN","N/A","N/A","N/A"
"1991","TRAVERSE","CORN","CORN, GRAIN","39,400","4,137,000","105"
"1991","TRAVERSE","HAY","HAY","9,500","N/A","N/A"
"1991","TRAVERSE","HAY","HAY, (EXCL ALFALFA)","1,000","N/A","N/A"
"1991","TRAVERSE","HAY","HAY, ALFALFA","8,500","N/A","N/A"
"1991","TRAVERSE","OATS","OATS","2,400","100,800","42"
"1991","TRAVERSE","SOYBEANS","SOYBEANS","114,300","4,114,800","36"
"1991","TRAVERSE","SUGARBEETS","SUGARBEETS","5,500","N/A","N/A"
"1991","TRAVERSE","SUNFLOWER","SUNFLOWER","7,200","N/A","N/A"
"1991","TRAVERSE","SUNFLOWER","SUNFLOWER, NON","4,400","N/A","N/A"
"1991","TRAVERSE","SUNFLOWER","SUNFLOWER, OIL TYPE","2,800","N/A","N/A"
"1991","TRAVERSE","WHEAT","WHEAT","81,800","2,305,800","28.2"
"1991","TRAVERSE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","80,400","2,251,200","28"
"1991","TRAVERSE","WHEAT","WHEAT, WINTER","1,400","54,600","39"
"1991","WADENA","BARLEY","BARLEY","2,200","92,400","42"
"1991","WADENA","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","3,200","N/A","N/A"
"1991","WADENA","CORN","CORN","N/A","N/A","N/A"
"1991","WADENA","CORN","CORN, GRAIN","21,800","1,853,000","85"
"1991","WADENA","CORN","CORN, SILAGE","5,900","N/A","N/A"
"1991","WADENA","HAY","HAY","36,400","N/A","N/A"
"1991","WADENA","HAY","HAY, (EXCL ALFALFA)","18,600","N/A","N/A"
"1991","WADENA","HAY","HAY, ALFALFA","17,800","N/A","N/A"
"1991","WADENA","OATS","OATS","6,500","279,500","43"
"1991","WASECA","CORN","CORN","N/A","N/A","N/A"
"1991","WASECA","CORN","CORN, GRAIN","105,700","12,895,400","122"
"1991","WASECA","CORN","CORN, SILAGE","1,100","N/A","N/A"
"1991","WASECA","HAY","HAY","12,300","N/A","N/A"
"1991","WASECA","HAY","HAY, (EXCL ALFALFA)","3,700","N/A","N/A"
"1991","WASECA","HAY","HAY, ALFALFA","8,600","N/A","N/A"
"1991","WASECA","OATS","OATS","2,000","78,000","39"
"1991","WASECA","SOYBEANS","SOYBEANS","89,100","3,207,600","36"
"1991","WASHINGTON","CORN","CORN","N/A","N/A","N/A"
"1991","WASHINGTON","CORN","CORN, GRAIN","24,500","2,940,000","120"
"1991","WASHINGTON","CORN","CORN, SILAGE","1,600","N/A","N/A"
"1991","WASHINGTON","HAY","HAY","21,000","N/A","N/A"
"1991","WASHINGTON","HAY","HAY, (EXCL ALFALFA)","3,400","N/A","N/A"
"1991","WASHINGTON","HAY","HAY, ALFALFA","17,600","N/A","N/A"
"1991","WASHINGTON","OATS","OATS","2,500","85,000","34"
"1991","WASHINGTON","SOYBEANS","SOYBEANS","12,800","512,000","40"
"1991","WATONWAN","CORN","CORN","N/A","N/A","N/A"
"1991","WATONWAN","CORN","CORN, GRAIN","81,100","9,732,000","120"
"1991","WATONWAN","CORN","CORN, SILAGE","1,200","N/A","N/A"
"1991","WATONWAN","HAY","HAY","4,500","N/A","N/A"
"1991","WATONWAN","HAY","HAY, (EXCL ALFALFA)","1,100","N/A","N/A"
"1991","WATONWAN","HAY","HAY, ALFALFA","3,400","N/A","N/A"
"1991","WATONWAN","OATS","OATS","1,400","42,000","30"
"1991","WATONWAN","SOYBEANS","SOYBEANS","132,200","3,701,600","28"
"1991","WILKIN","BARLEY","BARLEY","38,400","1,920,000","50"
"1991","WILKIN","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","3,100","N/A","N/A"
"1991","WILKIN","CORN","CORN","N/A","N/A","N/A"
"1991","WILKIN","CORN","CORN, GRAIN","26,300","2,735,200","104"
"1991","WILKIN","HAY","HAY","7,600","N/A","N/A"
"1991","WILKIN","HAY","HAY, (EXCL ALFALFA)","4,900","N/A","N/A"
"1991","WILKIN","HAY","HAY, ALFALFA","2,700","N/A","N/A"
"1991","WILKIN","OATS","OATS","1,700","81,600","48"
"1991","WILKIN","SOYBEANS","SOYBEANS","108,500","3,689,000","34"
"1991","WILKIN","SUGARBEETS","SUGARBEETS","28,600","N/A","N/A"
"1991","WILKIN","SUNFLOWER","SUNFLOWER","26,700","N/A","N/A"
"1991","WILKIN","SUNFLOWER","SUNFLOWER, NON","7,100","N/A","N/A"
"1991","WILKIN","SUNFLOWER","SUNFLOWER, OIL TYPE","19,600","N/A","N/A"
"1991","WILKIN","WHEAT","WHEAT","111,500","3,572,800","32"
"1991","WILKIN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","107,700","3,446,400","32"
"1991","WILKIN","WHEAT","WHEAT, SPRING, DURUM","2,000","58,000","29"
"1991","WILKIN","WHEAT","WHEAT, WINTER","1,800","68,400","38"
"1991","WRIGHT","CORN","CORN","N/A","N/A","N/A"
"1991","WRIGHT","CORN","CORN, GRAIN","67,100","7,917,800","118"
"1991","WRIGHT","CORN","CORN, SILAGE","7,900","N/A","N/A"
"1991","WRIGHT","HAY","HAY","44,000","N/A","N/A"
"1991","WRIGHT","HAY","HAY, (EXCL ALFALFA)","6,800","N/A","N/A"
"1991","WRIGHT","HAY","HAY, ALFALFA","37,200","N/A","N/A"
"1991","WRIGHT","OATS","OATS","8,500","280,500","33"
"1991","WRIGHT","SOYBEANS","SOYBEANS","53,500","2,193,500","41"
"1991","WRIGHT","WHEAT","WHEAT","1,800","50,000","27.8"
"1991","WRIGHT","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,000","22,000","22"
"1991","YELLOW MEDICINE","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,000","N/A","N/A"
"1991","YELLOW MEDICINE","CORN","CORN","N/A","N/A","N/A"
"1991","YELLOW MEDICINE","CORN","CORN, GRAIN","153,700","18,444,000","120"
"1991","YELLOW MEDICINE","CORN","CORN, SILAGE","4,400","N/A","N/A"
"1991","YELLOW MEDICINE","HAY","HAY","10,100","N/A","N/A"
"1991","YELLOW MEDICINE","HAY","HAY, (EXCL ALFALFA)","2,700","N/A","N/A"
"1991","YELLOW MEDICINE","HAY","HAY, ALFALFA","7,400","N/A","N/A"
"1991","YELLOW MEDICINE","OATS","OATS","3,500","112,000","32"
"1991","YELLOW MEDICINE","SOYBEANS","SOYBEANS","163,700","6,548,000","40"
"1991","YELLOW MEDICINE","SUGARBEETS","SUGARBEETS","2,000","N/A","N/A"
"1991","YELLOW MEDICINE","WHEAT","WHEAT","17,200","462,100","26.9"
"1991","YELLOW MEDICINE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","16,100","418,600","26"
"1992","AITKIN","CORN","CORN","N/A","N/A","N/A"
"1992","AITKIN","CORN","CORN, GRAIN","600","36,000","60"
"1992","AITKIN","CORN","CORN, SILAGE","1,500","N/A","N/A"
"1992","AITKIN","HAY","HAY","34,300","N/A","N/A"
"1992","AITKIN","HAY","HAY, (EXCL ALFALFA)","33,000","N/A","N/A"
"1992","AITKIN","HAY","HAY, ALFALFA","1,300","N/A","N/A"
"1992","AITKIN","OATS","OATS","800","34,400","43"
"1992","AITKIN","SOYBEANS","SOYBEANS","900","9,900","11"
"1992","AITKIN","WHEAT","WHEAT","1,400","44,000","31.4"
"1992","AITKIN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,300","39,000","30"
"1992","ANOKA","CORN","CORN","N/A","N/A","N/A"
"1992","ANOKA","CORN","CORN, GRAIN","11,200","884,800","79"
"1992","ANOKA","HAY","HAY, (EXCL ALFALFA)","2,000","N/A","N/A"
"1992","ANOKA","HAY","HAY, ALFALFA","4,100","N/A","N/A"
"1992","ANOKA","RYE","RYE","1,300","29,900","23"
"1992","ANOKA","SOYBEANS","SOYBEANS","3,300","66,000","20"
"1992","BECKER","BARLEY","BARLEY","25,400","1,803,400","71"
"1992","BECKER","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","3,100","N/A","N/A"
"1992","BECKER","CORN","CORN","N/A","N/A","N/A"
"1992","BECKER","CORN","CORN, GRAIN","16,300","766,100","47"
"1992","BECKER","CORN","CORN, SILAGE","8,400","N/A","N/A"
"1992","BECKER","HAY","HAY","35,700","N/A","N/A"
"1992","BECKER","HAY","HAY, (EXCL ALFALFA)","12,000","N/A","N/A"
"1992","BECKER","HAY","HAY, ALFALFA","23,700","N/A","N/A"
"1992","BECKER","OATS","OATS","5,500","396,000","72"
"1992","BECKER","SOYBEANS","SOYBEANS","36,400","764,400","21"
"1992","BECKER","SUNFLOWER","SUNFLOWER","4,200","N/A","N/A"
"1992","BECKER","SUNFLOWER","SUNFLOWER, OIL TYPE","4,100","N/A","N/A"
"1992","BECKER","WHEAT","WHEAT","70,000","3,080,900","44"
"1992","BECKER","WHEAT","WHEAT, SPRING, (EXCL DURUM)","69,100","3,040,400","44"
"1992","BELTRAMI","BARLEY","BARLEY","3,300","191,400","58"
"1992","BELTRAMI","CORN","CORN","N/A","N/A","N/A"
"1992","BELTRAMI","CORN","CORN, GRAIN","1,000","34,000","34"
"1992","BELTRAMI","CORN","CORN, SILAGE","2,500","N/A","N/A"
"1992","BELTRAMI","HAY","HAY","31,600","N/A","N/A"
"1992","BELTRAMI","HAY","HAY, (EXCL ALFALFA)","16,000","N/A","N/A"
"1992","BELTRAMI","HAY","HAY, ALFALFA","15,600","N/A","N/A"
"1992","BELTRAMI","OATS","OATS","3,000","159,000","53"
"1992","BELTRAMI","WHEAT","WHEAT","9,200","413,200","44.9"
"1992","BELTRAMI","WHEAT","WHEAT, SPRING, (EXCL DURUM)","8,700","400,200","46"
"1992","BENTON","CORN","CORN","N/A","N/A","N/A"
"1992","BENTON","CORN","CORN, GRAIN","53,400","3,951,600","74"
"1992","BENTON","CORN","CORN, SILAGE","13,100","N/A","N/A"
"1992","BENTON","HAY","HAY","21,900","N/A","N/A"
"1992","BENTON","HAY","HAY, (EXCL ALFALFA)","9,200","N/A","N/A"
"1992","BENTON","HAY","HAY, ALFALFA","12,700","N/A","N/A"
"1992","BENTON","OATS","OATS","7,200","453,600","63"
"1992","BENTON","RYE","RYE","1,700","54,400","32"
"1992","BENTON","SOYBEANS","SOYBEANS","11,400","228,000","20"
"1992","BIG STONE","BARLEY","BARLEY","1,300","110,500","85"
"1992","BIG STONE","CORN","CORN","N/A","N/A","N/A"
"1992","BIG STONE","CORN","CORN, GRAIN","54,400","5,548,800","102"
"1992","BIG STONE","CORN","CORN, SILAGE","2,300","N/A","N/A"
"1992","BIG STONE","HAY","HAY","6,900","N/A","N/A"
"1992","BIG STONE","HAY","HAY, ALFALFA","6,300","N/A","N/A"
"1992","BIG STONE","OATS","OATS","2,200","162,800","74"
"1992","BIG STONE","SOYBEANS","SOYBEANS","91,700","2,292,500","25"
"1992","BIG STONE","WHEAT","WHEAT","57,600","3,215,100","55.8"
"1992","BIG STONE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","57,100","3,197,600","56"
"1992","BLUE EARTH","CORN","CORN","N/A","N/A","N/A"
"1992","BLUE EARTH","CORN","CORN, GRAIN","175,200","24,878,400","142"
"1992","BLUE EARTH","CORN","CORN, SILAGE","1,900","N/A","N/A"
"1992","BLUE EARTH","HAY","HAY","6,600","N/A","N/A"
"1992","BLUE EARTH","HAY","HAY, (EXCL ALFALFA)","1,600","N/A","N/A"
"1992","BLUE EARTH","HAY","HAY, ALFALFA","5,000","N/A","N/A"
"1992","BLUE EARTH","OATS","OATS","2,700","197,100","73"
"1992","BLUE EARTH","SOYBEANS","SOYBEANS","160,400","6,255,600","39"
"1992","BLUE EARTH","WHEAT","WHEAT","1,100","57,300","52.1"
"1992","BROWN","CORN","CORN","N/A","N/A","N/A"
"1992","BROWN","CORN","CORN, GRAIN","138,500","19,251,500","139"
"1992","BROWN","CORN","CORN, SILAGE","4,700","N/A","N/A"
"1992","BROWN","HAY","HAY","18,400","N/A","N/A"
"1992","BROWN","HAY","HAY, ALFALFA","17,700","N/A","N/A"
"1992","BROWN","OATS","OATS","7,900","568,800","72"
"1992","BROWN","SOYBEANS","SOYBEANS","130,500","4,959,000","38"
"1992","BROWN","WHEAT","WHEAT","1,000","43,800","43.8"
"1992","CARLTON","CORN","CORN","N/A","N/A","N/A"
"1992","CARLTON","CORN","CORN, GRAIN","100","4,100","41"
"1992","CARLTON","CORN","CORN, SILAGE","1,100","N/A","N/A"
"1992","CARLTON","HAY","HAY","35,300","N/A","N/A"
"1992","CARLTON","HAY","HAY, (EXCL ALFALFA)","29,100","N/A","N/A"
"1992","CARLTON","HAY","HAY, ALFALFA","6,200","N/A","N/A"
"1992","CARLTON","OATS","OATS","800","40,000","50"
"1992","CARVER","CORN","CORN","N/A","N/A","N/A"
"1992","CARVER","CORN","CORN, GRAIN","55,900","6,708,000","120"
"1992","CARVER","CORN","CORN, SILAGE","7,200","N/A","N/A"
"1992","CARVER","HAY","HAY","24,600","N/A","N/A"
"1992","CARVER","HAY","HAY, (EXCL ALFALFA)","1,500","N/A","N/A"
"1992","CARVER","HAY","HAY, ALFALFA","23,100","N/A","N/A"
"1992","CARVER","OATS","OATS","6,600","462,000","70"
"1992","CARVER","SOYBEANS","SOYBEANS","28,200","874,200","31"
"1992","CARVER","WHEAT","WHEAT","2,400","98,100","40.9"
"1992","CARVER","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,500","54,000","36"
"1992","CASS","CORN","CORN","N/A","N/A","N/A"
"1992","CASS","CORN","CORN, GRAIN","7,800","351,000","45"
"1992","CASS","CORN","CORN, SILAGE","4,000","N/A","N/A"
"1992","CASS","HAY","HAY","32,700","N/A","N/A"
"1992","CASS","HAY","HAY, (EXCL ALFALFA)","28,200","N/A","N/A"
"1992","CASS","HAY","HAY, ALFALFA","4,500","N/A","N/A"
"1992","CASS","OATS","OATS","400","24,000","60"
"1992","CHIPPEWA","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,500","N/A","N/A"
"1992","CHIPPEWA","CORN","CORN","N/A","N/A","N/A"
"1992","CHIPPEWA","CORN","CORN, GRAIN","123,900","13,505,100","109"
"1992","CHIPPEWA","CORN","CORN, SILAGE","2,200","N/A","N/A"
"1992","CHIPPEWA","HAY","HAY","6,300","N/A","N/A"
"1992","CHIPPEWA","HAY","HAY, ALFALFA","5,500","N/A","N/A"
"1992","CHIPPEWA","OATS","OATS","3,000","249,000","83"
"1992","CHIPPEWA","SOYBEANS","SOYBEANS","127,800","3,961,800","31"
"1992","CHIPPEWA","SUGARBEETS","SUGARBEETS","27,500","N/A","N/A"
"1992","CHIPPEWA","WHEAT","WHEAT","19,900","968,500","48.7"
"1992","CHIPPEWA","WHEAT","WHEAT, SPRING, (EXCL DURUM)","19,600","960,400","49"
"1992","CHISAGO","CORN","CORN","N/A","N/A","N/A"
"1992","CHISAGO","CORN","CORN, GRAIN","29,200","2,540,400","87"
"1992","CHISAGO","CORN","CORN, SILAGE","2,400","N/A","N/A"
"1992","CHISAGO","HAY","HAY","18,700","N/A","N/A"
"1992","CHISAGO","HAY","HAY, (EXCL ALFALFA)","8,600","N/A","N/A"
"1992","CHISAGO","HAY","HAY, ALFALFA","10,100","N/A","N/A"
"1992","CHISAGO","OATS","OATS","2,100","113,400","54"
"1992","CHISAGO","RYE","RYE","600","15,000","25"
"1992","CHISAGO","SOYBEANS","SOYBEANS","14,100","253,800","18"
"1992","CLAY","BARLEY","BARLEY","54,400","3,753,600","69"
"1992","CLAY","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,300","N/A","N/A"
"1992","CLAY","CORN","CORN","N/A","N/A","N/A"
"1992","CLAY","CORN","CORN, GRAIN","35,500","2,201,000","62"
"1992","CLAY","CORN","CORN, SILAGE","4,700","N/A","N/A"
"1992","CLAY","HAY","HAY","20,800","N/A","N/A"
"1992","CLAY","HAY","HAY, (EXCL ALFALFA)","4,200","N/A","N/A"
"1992","CLAY","HAY","HAY, ALFALFA","16,600","N/A","N/A"
"1992","CLAY","OATS","OATS","2,800","238,000","85"
"1992","CLAY","SOYBEANS","SOYBEANS","78,100","2,186,800","28"
"1992","CLAY","SUGARBEETS","SUGARBEETS","56,800","N/A","N/A"
"1992","CLAY","SUNFLOWER","SUNFLOWER","10,700","N/A","N/A"
"1992","CLAY","SUNFLOWER","SUNFLOWER, OIL TYPE","10,100","N/A","N/A"
"1992","CLAY","WHEAT","WHEAT","208,100","9,991,000","48"
"1992","CLAY","WHEAT","WHEAT, SPRING, (EXCL DURUM)","206,500","9,912,000","48"
"1992","CLAY","WHEAT","WHEAT, WINTER","1,000","46,000","46"
"1992","CLEARWATER","BARLEY","BARLEY","3,800","231,800","61"
"1992","CLEARWATER","CORN","CORN","N/A","N/A","N/A"
"1992","CLEARWATER","CORN","CORN, GRAIN","800","36,800","46"
"1992","CLEARWATER","CORN","CORN, SILAGE","2,200","N/A","N/A"
"1992","CLEARWATER","HAY","HAY","32,100","N/A","N/A"
"1992","CLEARWATER","HAY","HAY, (EXCL ALFALFA)","14,500","N/A","N/A"
"1992","CLEARWATER","HAY","HAY, ALFALFA","17,600","N/A","N/A"
"1992","CLEARWATER","OATS","OATS","4,000","240,000","60"
"1992","CLEARWATER","SUNFLOWER","SUNFLOWER","1,400","N/A","N/A"
"1992","CLEARWATER","SUNFLOWER","SUNFLOWER, OIL TYPE","1,400","N/A","N/A"
"1992","CLEARWATER","WHEAT","WHEAT","9,100","389,200","42.8"
"1992","CLEARWATER","WHEAT","WHEAT, SPRING, (EXCL DURUM)","8,800","378,400","43"
"1992","COTTONWOOD","CORN","CORN","N/A","N/A","N/A"
"1992","COTTONWOOD","CORN","CORN, GRAIN","156,600","20,201,400","129"
"1992","COTTONWOOD","CORN","CORN, SILAGE","4,700","N/A","N/A"
"1992","COTTONWOOD","HAY","HAY","10,200","N/A","N/A"
"1992","COTTONWOOD","HAY","HAY, (EXCL ALFALFA)","1,400","N/A","N/A"
"1992","COTTONWOOD","HAY","HAY, ALFALFA","8,800","N/A","N/A"
"1992","COTTONWOOD","OATS","OATS","3,400","272,000","80"
"1992","COTTONWOOD","SOYBEANS","SOYBEANS","158,400","5,702,400","36"
"1992","COTTONWOOD","WHEAT","WHEAT","1,600","75,200","47"
"1992","COTTONWOOD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,600","75,200","47"
"1992","CROW WING","CORN","CORN","N/A","N/A","N/A"
"1992","CROW WING","CORN","CORN, GRAIN","6,600","336,600","51"
"1992","CROW WING","CORN","CORN, SILAGE","4,400","N/A","N/A"
"1992","CROW WING","HAY","HAY","30,400","N/A","N/A"
"1992","CROW WING","HAY","HAY, (EXCL ALFALFA)","16,200","N/A","N/A"
"1992","CROW WING","HAY","HAY, ALFALFA","14,200","N/A","N/A"
"1992","CROW WING","OATS","OATS","2,400","122,400","51"
"1992","DOUGLAS","BARLEY","BARLEY","3,100","217,000","70"
"1992","DOUGLAS","CORN","CORN","N/A","N/A","N/A"
